,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,WeightClassLabel,BlueHeight,BlueReach,RedHeight,RedReach,ROver35,BOver35,RWinPct,BWinPct,RedStrikingRatio,BlueStrikingRatio,RedTotalFights,BlueTotalFights,RedIsGrappler,BlueIsGrappler,RedIsStriker,BlueIsStriker,RGrapplerVBStriker,BGrapplerVRStriker,RedStrikingEfficiency,BlueStrikingEfficiency,RedTDEfficiency,BlueTDEfficiency,RedEffectiveTD,BlueEffectiveTD,EffectiveTDDif,RedSize,BlueSize,Favorite,FavoriteWins,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_TKO_Doctor_Stoppage_diff,odds_diff,ev_diff
0,66,1009,-250.0,215.0,40.0,215.0,USA,Red,True,3,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,125,0,6,0,4.41,0.49,0.8,2.61,0.47,6,3,42,3,0,2,4,2,4,0,12,Orthodox,125,34,31,0,-6,-6,-12,-3,-42,-3,-2,-4,7.62,5.08,-3,-4.41,-0.8,-2.61,,,0.0,,,,,,,,,,,,0.0,11.0,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,2:05,425.0,300.0,800.0,150.0,2500.0,400.0,350.0,Featherweight,68.0,69.0,65.0,67.0,0,0,0.8,,1.0,0.0,15,0,0,0,0,0,0,0,2.1609,0.0,1.2267,0.0,0.30651340996168586,,,132.0,137.0,Red,1,0,-0.49,-0.47,0,-2,-4,0,465.0,175.0
1,1441,718,-210.0,295.0,47.619,295.0,USA,Red,False,8,1,3,0,8,0,5.5,0.55,0.3,0.77,0.55,8,0,20,0,0,1,4,3,0,0,8,Orthodox,170,0,6,0,4.12,0.61,1.8,1.49,0.29,6,0,11,0,0,0,0,1,5,0,6,Orthodox,170,30,27,0,2,2,2,0,9,0,2,-5,5.08,-7.62,-3,1.38,-1.5,-0.72,,7.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,7.0,,,,,,Red,U-DEC,,5.0,5:00,1500.0,250.0,650.0,180.0,3000.0,240.0,700.0,Women's Strawweight,75.0,74.0,73.0,77.0,0,0,1.0,1.0,0.42827442827442824,0.5717255717255717,6,8,0,0,0,0,0,0,2.5132,3.0250000000000004,0.4321,0.42350000000000004,1.2080536912751678,0.3896103896103896,-0.8184433016647783,150.0,149.0,Red,1,0,-0.05999999999999994,0.26000000000000006,0,1,4,0,505.0,247.381
2,307,67,-380.0,300.0,26.3158,300.0,USA,Red,False,4,1,3,0,4,0,5.13,0.57,0.2,0.45,0.63,4,4,44,0,0,1,4,6,1,0,12,Orthodox,250,0,1,0,5.49,0.6,0.5,0.58,0.21,7,2,33,3,0,0,3,4,2,0,9,Orthodox,245,34,36,0,3,-3,3,2,11,-3,2,-1,7.62,-2.54,2,-0.36,-0.3,-0.13,,3.0,2.0,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,-160.0,450.0,1100.0,3000.0,350.0,1100.0,Light Heavyweight,79.0,80.0,76.0,81.0,0,1,0.8181818181818182,0.75,0.5169491525423728,0.48305084745762705,11,16,0,0,0,0,0,0,3.294,2.9240999999999997,0.12179999999999999,0.28350000000000003,0.8620689655172414,0.4444444444444444,-0.417624521072797,157.0,159.0,Red,1,0,-0.030000000000000027,0.42000000000000004,0,1,1,0,680.0,273.6842
3,221,1071,-950.0,625.0,10.5263,625.0,USA,Red,False,2,1,3,2,0,0,3.74,0.44,0.5,0.47,0.25,1,2,7,0,0,0,0,0,1,0,1,Southpaw,145,1,0,0,2.3,0.58,1.6,3.45,0.41,6,2,22,0,1,0,5,0,1,0,7,Southpaw,145,30,36,1,0,-5,-6,0,-15,0,0,0,-2.54,0.0,6,1.44,-1.1,-2.98,,,13.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Elbows,3.0,0:39,639.0,-200.0,1100.0,380.0,1400.0,500.0,4000.0,Heavyweight,69.0,70.0,70.0,70.0,0,1,0.7777777777777778,0.3333333333333333,0.3807947019867549,0.6192052980132451,9,3,0,0,0,0,0,0,1.3339999999999999,1.6456000000000002,1.4145,0.1175,0.463768115942029,1.0638297872340425,0.6000616712920135,140.0,139.0,Red,1,0,-0.13999999999999996,-0.15999999999999998,-1,0,-5,0,1575.0,614.4737
4,1183,524,-130.0,110.0,76.9231,110.0,USA,Blue,False,2,1,3,0,1,1,4.41,0.53,0.8,0.75,0.37,3,3,15,0,0,0,0,4,0,0,4,Orthodox,145,0,1,0,6.25,0.46,1.0,1.0,0.41,3,3,17,0,1,0,1,1,2,0,5,Orthodox,145,36,33,0,0,0,-1,0,-2,0,3,-2,2.54,-5.08,-3,-1.84,-0.2,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3.0,3:21,801.0,275.0,550.0,500.0,700.0,300.0,250.0,Heavyweight,70.0,70.0,69.0,72.0,1,0,0.625,0.5714285714285714,0.5863039399624765,0.41369606003752346,8,7,0,0,1,0,0,0,2.875,2.3373000000000004,0.41,0.27749999999999997,1.0,1.0666666666666667,0.06666666666666665,141.0,140.0,Red,0,1,0.07,-0.03999999999999998,-1,0,-1,0,240.0,33.076899999999995
5,447,129,-380.0,300.0,26.3158,300.0,USA,Red,False,5,1,3,1,0,0,3.24,0.49,0.6,0.46,0.26,3,12,63,1,0,1,1,7,6,0,15,Orthodox,205,0,1,0,4.87,0.5,0.3,0.35,0.28,6,4,21,2,0,1,1,4,1,0,7,Southpaw,205,34,36,1,-1,-3,8,8,42,-1,3,5,0.0,-2.54,2,-1.63,0.3,0.11,,13.0,12.0,,,,,,12.0,,,,,,,,,,,,,13.0,,,,,,,,Red,KO/TKO,Punches,2.0,4:46,586.0,250.0,750.0,1200.0,1200.0,-125.0,800.0,Catch Weight,76.0,76.0,76.0,77.0,0,1,0.6363636363636364,0.5555555555555556,0.6004932182490753,0.39950678175092486,11,27,0,0,0,0,0,0,2.435,1.5876000000000001,0.098,0.11960000000000001,0.8571428571428571,1.3043478260869565,0.44720496894409945,153.0,152.0,Red,1,0,-0.010000000000000009,-0.020000000000000018,0,0,0,0,680.0,273.6842
6,1575,1754,-650.0,-162.0,15.3846,61.7284,USA,Red,False,8,1,3,0,4,0,3.11,0.61,0.6,4.89,0.65,4,1,12,0,0,0,3,1,0,0,4,Orthodox,170,1,0,0,5.07,0.52,0.6,1.0,0.53,6,6,47,0,0,1,1,8,5,0,15,Orthodox,170,33,33,-1,4,-2,-11,-5,-35,0,-7,-5,5.08,5.08,0,-1.96,0.0,3.89,,,14.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Red,SUB,Anaconda Choke,1.0,0:52,52.0,450.0,130.0,450.0,900.0,600.0,450.0,Women's Strawweight,73.0,77.0,71.0,75.0,0,0,0.7142857142857143,0.8,0.6198044009779952,0.3801955990220049,21,5,0,1,0,0,0,0,2.6364,1.8970999999999998,0.53,3.1785,0.6,0.12269938650306748,-0.4773006134969325,146.0,150.0,Red,1,0,0.08999999999999997,0.12,0,-1,2,0,488.0,46.3438
7,1165,79,-238.0,195.0,42.0168,195.0,USA,Red,False,2,1,3,0,1,0,4.61,0.52,0.7,2.31,0.27,9,4,57,5,0,2,7,2,4,0,16,Orthodox,145,0,8,0,4.43,0.48,0.2,4.75,0.46,8,0,24,0,0,1,7,0,0,0,8,Orthodox,145,30,35,0,-7,1,8,4,33,5,2,4,0.0,-2.54,5,0.18,0.5,-2.44,,9.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,,Red,U-DEC,,3.0,5:00,900.0,-135.0,275.0,1600.0,1100.0,550.0,1600.0,Heavyweight,67.0,71.0,67.0,72.0,0,0,1.0,0.8,0.49004424778761063,0.5099557522123894,8,20,1,0,0,0,0,0,2.1264,2.3972,2.185,0.6237,0.042105263157894736,0.303030303030303,0.2609250398724082,139.0,138.0,Red,1,0,0.040000000000000036,-0.19,0,1,0,0,433.0,152.9832
8,1291,247,150.0,-180.0,150.0,55.5556,USA,Blue,False,8,1,3,0,3,0,5.44,0.53,0.5,0.96,0.23,3,1,16,0,0,0,1,3,2,0,6,Orthodox,170,0,3,0,4.38,0.47,0.6,0.72,0.39,4,5,43,0,0,1,6,3,3,0,13,Orthodox,170,34,30,0,0,-1,-7,-4,-27,0,0,-1,-5.08,-2.54,-4,1.06,-0.1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,400.0,185.0,1000.0,550.0,450.0,300.0,Women's Strawweight,73.0,77.0,75.0,78.0,0,0,0.7222222222222222,0.8571428571428571,0.4460285132382892,0.5539714867617108,18,7,0,0,0,0,0,0,2.0585999999999998,2.8832000000000004,0.2808,0.2208,0.8333333333333334,0.5208333333333334,-0.3125,153.0,150.0,Blue,1,0,0.06000000000000005,-0.16,0,-1,-5,0,-330.0,-94.4444
9,297,589,-112.0,-108.0,89.2857,92.5926,USA,Blue,False,1,1,3,0,1,0,3.41,0.47,0.1,1.79,0.26,2,8,44,0,0,1,3,4,0,0,8,Southpaw,185,0,1,0,3.18,0.45,0.8,3.44,0.42,9,7,46,5,0,0,5,4,3,0,12,Orthodox,185,40,37,0,0,-7,-4,1,-2,-5,0,-3,-2.54,-7.62,-3,0.23,-0.7,-1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:51,591.0,150.0,200.0,1000.0,1800.0,650.0,380.0,Welterweight,73.0,75.0,74.0,78.0,1,1,0.631578947368421,0.5,0.48254931714719274,0.5174506828528073,19,16,0,0,0,0,0,0,1.431,1.6027,1.4447999999999999,0.46540000000000004,0.23255813953488372,0.0558659217877095,-0.17669221774717422,152.0,148.0,Red,0,0,0.019999999999999962,-0.15999999999999998,0,1,-2,0,4.0,3.306899999999999
10,321,971,142.0,-170.0,142.0,58.8235,USA,Blue,False,3,1,3,0,1,0,8.39,0.53,0.0,1.62,0.63,3,1,14,0,0,1,2,1,0,0,4,Orthodox,125,0,1,1,3.35,0.5,0.9,4.36,0.5,4,4,24,0,0,0,4,1,1,0,6,Southpaw,125,33,23,0,0,-1,-2,-3,-10,0,0,-1,-5.08,-5.08,-10,5.04,-0.9,-2.74,,,14.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,300.0,250.0,550.0,800.0,900.0,225.0,Featherweight,65.0,65.0,67.0,67.0,0,0,0.6,0.8,0.28534923339011925,0.7146507666098808,10,5,1,0,0,1,1,0,1.675,4.446700000000001,2.18,1.0206000000000002,0.20642201834862384,0.0,-0.20642201834862384,134.0,130.0,Blue,1,-1,0.030000000000000027,0.13,0,1,-2,0,-312.0,-83.1765
11,1103,1263,-130.0,110.0,76.9231,110.0,USA,Red,False,8,1,3,0,1,0,3.92,0.49,0.3,1.45,0.41,3,8,44,0,1,2,2,3,0,0,8,Orthodox,170,0,1,0,1.86,0.4,1.0,3.35,0.51,4,7,41,1,0,0,5,0,7,0,12,Southpaw,170,37,39,0,0,-1,-4,1,3,-1,3,-7,-5.08,2.54,2,2.06,-0.7,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3.0,1:56,716.0,200.0,200.0,350.0,1800.0,1600.0,350.0,Women's Strawweight,71.0,76.0,73.0,75.0,1,1,0.631578947368421,0.5,0.3217993079584775,0.6782006920415224,19,16,0,0,0,0,0,0,0.7440000000000001,1.9207999999999998,1.7085000000000001,0.5944999999999999,0.29850746268656714,0.20689655172413796,-0.09161091096242918,148.0,147.0,Red,1,0,0.08999999999999997,-0.10000000000000003,1,2,-3,0,240.0,33.076899999999995
12,314,314,700.0,-1100.0,700.0,9.0909,USA,Blue,False,6,1,3,0,3,0,5.08,0.52,2.3,1.45,0.24,3,3,23,0,0,0,2,2,3,0,7,Southpaw,155,2,0,0,2.64,0.33,0.6,3.13,0.36,4,19,105,2,0,4,9,2,5,0,20,Orthodox,155,42,25,-2,3,-1,-13,-16,-82,-2,0,-2,15.24,10.16,-17,2.44,1.7,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,3:41,221.0,1200.0,225.0,2800.0,-165.0,2200.0,700.0,Lightweight,73.0,74.0,67.0,70.0,1,0,0.5128205128205128,0.7,0.34196891191709844,0.6580310880829016,39,10,0,0,0,0,0,0,0.8712000000000001,2.6416,1.1268,0.348,0.19169329073482427,1.586206896551724,1.3945136058168996,137.0,147.0,Blue,1,0,0.19,-0.12,0,-4,-7,0,-1800.0,-690.9091
13,903,1149,-550.0,410.0,18.1818,410.0,USA,Red,False,4,1,3,1,0,0,4.9,0.5,0.5,0.46,0.5,1,4,14,0,0,0,1,0,1,0,2,Orthodox,236,0,1,0,5.34,0.47,0.2,0.58,0.45,3,5,31,0,0,1,1,6,1,0,9,Southpaw,205,32,32,1,-1,-2,-7,-1,-17,0,-6,0,-2.54,-12.7,0,-0.44,0.3,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:51,291.0,300.0,700.0,700.0,3000.0,-150.0,1200.0,Light Heavyweight,76.0,78.0,77.0,83.0,0,0,0.6428571428571429,0.3333333333333333,0.521484375,0.478515625,14,6,0,0,0,0,0,0,2.5098,2.45,0.261,0.23,0.34482758620689663,1.0869565217391304,0.7421289355322338,160.0,154.0,Red,1,0,0.030000000000000027,0.04999999999999999,0,-1,0,0,960.0,391.8182
14,1261,479,-305.0,245.0,32.7869,245.0,China,Red,False,0,1,5,0,3,1,2.91,0.54,1.4,1.62,0.34,5,3,44,6,0,1,4,4,4,0,13,Orthodox,135,0,1,0,5.11,0.54,0.1,1.61,0.49,7,4,45,4,0,0,5,4,0,0,9,Switch,135,31,36,0,2,-2,4,-1,-1,2,0,4,-5.08,2.54,5,-2.2,1.3,0.01,,5.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,5.0,,,Red,U-DEC,,5.0,5:00,1500.0,110.0,450.0,2000.0,1600.0,200.0,1000.0,Flyweight,65.0,68.0,67.0,67.0,0,1,0.6923076923076923,0.8125,0.6371571072319203,0.36284289276807985,13,16,0,0,0,0,0,0,2.7594000000000003,1.5714000000000001,0.7889,0.5508000000000001,0.06211180124223602,0.8641975308641975,0.8020857296219615,134.0,133.0,Red,1,1,0.0,-0.14999999999999997,0,1,-1,0,550.0,212.2131
15,1624,1721,-198.0,164.0,50.5051,164.0,China,Red,False,12,0,3,0,2,0,4.18,0.36,0.1,2.74,0.37,4,2,22,0,0,1,4,0,1,0,6,Orthodox,115,1,0,0,4.99,0.45,0.0,0.92,0.73,6,3,34,1,1,0,6,1,0,0,8,Orthodox,115,35,29,-1,2,-2,-2,-1,-12,-1,-1,1,-10.16,-5.08,-6,-0.81,0.1,1.82,,10.0,2.0,,,2.0,,,,,,,,,,11.0,,,10.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,110.0,215.0,2000.0,1100.0,200.0,1800.0,Women's Featherweight ,61.0,61.0,65.0,63.0,0,0,0.7272727272727273,0.75,0.5441657579062159,0.45583424209378404,11,8,0,0,0,0,0,0,2.2455000000000003,1.5048,0.6716,1.0138,0.0,0.0364963503649635,0.0364963503649635,128.0,122.0,Red,1,0,-0.09000000000000002,-0.36,-1,1,-2,0,362.0,113.4949
16,1453,1357,,-230.0,,43.4783,China,Blue,False,8,1,3,0,1,0,3.38,0.49,0.0,1.08,0.32,5,4,26,0,0,2,2,3,0,0,7,Orthodox,170,0,1,0,4.49,0.46,0.0,0.42,0.3,2,4,23,0,0,0,3,3,0,0,6,Orthodox,170,34,40,0,0,3,1,0,3,0,0,0,-2.54,-2.54,6,-1.11,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,3:49,229.0,,175.0,,1800.0,,200.0,Women's Strawweight,71.0,70.0,72.0,71.0,0,1,0.6,0.6363636363636364,0.5705209656925032,0.4294790343074968,10,11,0,0,0,0,0,0,2.0654000000000003,1.6562,0.126,0.3456,0.0,0.0,0.0,143.0,141.0,Blue,1,0,0.02999999999999997,0.020000000000000018,0,2,-1,0,,
17,1605,638,-950.0,750.0,10.5263,750.0,China,Blue,False,11,0,3,0,1,0,3.46,0.46,0.3,0.56,0.18,1,2,9,0,0,1,0,0,0,0,1,Southpaw,125,0,2,0,5.81,0.46,2.3,1.16,0.5,2,0,2,0,0,0,0,1,1,0,2,Southpaw,125,32,31,0,-1,-1,-1,2,7,0,-1,-1,0.0,0.0,-1,-2.35,-2.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,3:49,529.0,-110.0,1000.0,460.0,3000.0,280.0,2200.0,Women's Bantamweight,66.0,66.0,66.0,66.0,0,0,1.0,0.3333333333333333,0.6267529665587918,0.3732470334412082,2,3,0,0,0,0,0,0,2.6726,1.5916000000000001,0.58,0.1008,1.9827586206896552,0.5357142857142856,-1.4470443349753697,132.0,132.0,Red,0,0,0.0,-0.32,0,1,0,0,1700.0,739.4737
18,1598,280,215.0,-265.0,215.0,37.7358,China,Blue,False,5,1,3,0,6,0,7.2,0.56,0.2,0.72,0.75,6,1,13,0,0,0,1,5,1,0,7,Orthodox,205,0,2,0,4.95,0.48,0.1,0.5,0.29,3,6,31,1,0,2,1,4,1,0,8,Orthodox,205,35,34,0,4,3,-1,-5,-18,-1,1,0,5.08,5.08,-1,2.25,0.1,0.22,,10.0,8.0,,,,,,8.0,,,,,,,,,,,,,10.0,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,500.0,240.0,1600.0,800.0,500.0,130.0,Catch Weight,76.0,77.0,74.0,75.0,0,0,0.5714285714285714,0.875,0.4074074074074074,0.5925925925925926,14,8,0,0,0,1,0,0,2.376,4.032000000000001,0.145,0.54,0.2,0.2777777777777778,0.07777777777777778,149.0,153.0,Blue,1,0,0.08000000000000007,0.46,0,-2,0,0,-480.0,-177.26420000000002
19,1657,1428,-225.0,210.0,44.4444,210.0,China,Red,False,5,1,3,1,0,0,2.21,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,205,0,2,0,8.57,0.55,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,205,26,34,1,-2,-2,-2,1,0,0,-2,0,5.08,10.16,8,-6.36,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,1.0,2:25,145.0,800.0,1400.0,600.0,800.0,-185.0,450.0,Catch Weight,76.0,79.0,74.0,75.0,0,0,1.0,0.0,0.7949907235621521,0.20500927643784783,2,1,0,0,1,0,0,0,4.713500000000001,0.9502999999999999,0.0,0.0,,,,149.0,155.0,Red,1,0,-0.12000000000000005,0.0,0,0,0,0,435.0,165.5556
20,151,1709,190.0,-230.0,190.0,43.4783,China,Blue,False,0,1,3,0,2,0,2.11,0.42,0.3,4.67,0.58,2,0,6,0,0,1,1,0,0,0,2,Orthodox,135,0,2,0,1.75,0.38,0.3,1.65,0.75,2,1,8,0,0,0,1,0,1,0,2,Orthodox,135,28,28,0,0,0,0,-1,-2,0,0,-1,-7.62,-12.7,0,0.36,0.0,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,,600.0,,1100.0,,Flyweight,66.0,65.0,69.0,70.0,0,0,0.6666666666666666,1.0,0.4533678756476684,0.5466321243523315,3,2,0,1,0,0,0,0,0.665,0.8861999999999999,1.2374999999999998,2.7085999999999997,0.18181818181818182,0.06423982869379015,-0.11757835312439167,139.0,131.0,Blue,1,0,0.03999999999999998,-0.17000000000000004,0,1,0,0,-420.0,-146.5217
21,924,521,102.0,-122.0,102.0,81.9672,China,Blue,False,3,1,3,0,2,0,4.54,0.66,0.0,0.46,0.14,2,0,6,0,0,2,0,0,0,0,2,Switch,125,0,2,0,4.05,0.52,0.5,0.92,0.33,2,0,6,0,0,1,1,0,0,0,2,Orthodox,125,29,25,0,0,0,0,0,0,0,0,0,-12.7,-17.78,-4,0.49,-0.5,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:36,156.0,,150.0,,2500.0,,550.0,Featherweight,65.0,66.0,70.0,73.0,0,0,1.0,1.0,0.4714784633294528,0.5285215366705471,2,2,0,0,0,0,0,0,2.106,2.9964,0.30360000000000004,0.06440000000000001,0.5434782608695652,0.0,-0.5434782608695652,143.0,131.0,Blue,1,0,0.14,-0.19,0,1,-1,0,-224.0,-20.032799999999995
22,1445,610,380.0,-490.0,380.0,20.4082,China,Red,False,12,0,3,0,2,0,5.43,0.5,0.0,1.08,1.0,2,0,4,0,0,0,1,1,0,0,2,Southpaw,115,0,2,0,3.48,0.39,0.0,0.37,0.16,2,0,6,0,0,1,1,0,0,0,2,Orthodox,115,30,22,0,0,0,0,0,-2,0,1,0,12.7,15.24,-8,1.95,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3.0,0:46,646.0,480.0,-195.0,2100.0,1400.0,3600.0,550.0,Women's Featherweight ,67.0,66.0,61.99999999999999,60.0,0,0,1.0,1.0,0.39057239057239057,0.6094276094276094,2,2,0,0,0,0,0,0,1.3572,2.715,0.0592,1.08,0.0,0.0,0.0,122.0,133.0,Blue,0,0,0.10999999999999999,0.84,0,-1,0,0,-870.0,-359.5918
23,1218,275,102.0,-122.0,102.0,81.9672,China,Blue,False,3,1,3,2,0,0,3.9,0.45,0.2,1.6,0.21,2,3,15,0,0,2,1,0,0,0,3,Orthodox,125,0,2,0,3.13,0.38,2.4,2.42,0.31,2,0,4,0,0,1,0,0,1,0,2,Orthodox,125,26,31,2,-2,0,1,3,11,0,0,-1,2.54,-10.16,5,0.77,-2.2,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,450.0,130.0,500.0,400.0,600.0,1000.0,Featherweight,68.0,67.0,67.0,71.0,0,0,1.0,0.5,0.44523470839260315,0.554765291607397,2,6,0,0,0,0,0,0,1.1894,1.755,0.7502,0.336,0.9917355371900827,0.125,-0.8667355371900827,138.0,135.0,Blue,1,0,0.07,-0.1,0,1,1,0,-224.0,-20.032799999999995
24,968,944,-310.0,250.0,32.2581,250.0,China,Red,False,3,1,3,0,0,0,3.33,0.31,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,125,0,1,0,3.62,0.43,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,125,25,23,0,-1,-1,-1,0,-1,0,-1,0,7.62,0.0,-2,-0.29,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,750.0,800.0,1800.0,130.0,700.0,Featherweight,67.0,67.0,64.0,67.0,0,0,1.0,,0.520863309352518,0.479136690647482,1,0,0,0,0,0,0,0,1.5566,1.0323,0.0,0.0,,inf,,131.0,134.0,Red,1,0,-0.12,0.0,0,0,0,0,560.0,217.7419
25,1621,1481,-144.0,136.0,69.4444,136.0,China,Red,False,0,1,3,1,0,0,3.02,0.35,0.0,1.7,0.23,0,1,3,0,0,0,0,0,0,0,0,Orthodox,135,1,0,0,5.4,0.5,0.0,0.84,0.25,2,2,12,0,1,1,0,0,0,0,2,Orthodox,135,26,33,0,0,-2,-2,-1,-9,0,0,0,-5.08,0.0,7,-2.38,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,1:28,688.0,185.0,225.0,490.0,1000.0,700.0,750.0,Flyweight,66.0,70.0,68.0,70.0,0,0,0.5,0.0,0.6413301662707839,0.3586698337292162,4,1,0,0,0,0,0,0,2.7,1.057,0.21,0.391,0.0,0.0,0.0,138.0,136.0,Red,1,0,-0.15000000000000002,-0.01999999999999999,-1,-1,0,0,280.0,66.5556
26,1008,1401,-245.0,200.0,40.8163,200.0,China,Blue,False,6,1,3,0,1,0,3.64,0.37,0.0,0.0,0.0,1,2,11,0,0,0,1,2,0,0,3,Orthodox,155,0,1,0,3.86,0.29,0.0,0.0,0.0,2,2,12,0,0,1,1,1,0,0,3,Orthodox,155,24,31,0,0,-1,0,0,-1,0,1,0,-7.62,-2.54,7,-0.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,650.0,,1800.0,,300.0,Lightweight,69.0,70.0,72.0,71.0,0,0,0.6,0.6,0.5146666666666666,0.48533333333333334,5,5,0,0,0,0,0,0,1.1194,1.3468,0.0,0.0,,,,143.0,139.0,Red,0,0,0.08000000000000002,0.0,0,-1,0,0,445.0,159.1837
