,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,WeightClassLabel,BlueHeight,BlueReach,RedHeight,RedReach,ROver35,BOver35,RWinPct,BWinPct,RedStrikingRatio,BlueStrikingRatio,RedTotalFights,BlueTotalFights,RedIsGrappler,BlueIsGrappler,RedIsStriker,BlueIsStriker,RGrapplerVBStriker,BGrapplerVRStriker,RedStrikingEfficiency,BlueStrikingEfficiency,RedTDEfficiency,BlueTDEfficiency,RedEffectiveTD,BlueEffectiveTD,EffectiveTDDif,RedSize,BlueSize,Favorite,FavoriteWins,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_TKO_Doctor_Stoppage_diff,odds_diff,ev_diff
1307,1274,1721,110.0,-130.0,110.0,76.9231,USA,Blue,False,12,0,3,0,1,0,4.63,0.38,0.1,2.99,0.38,1,1,5,0,0,0,1,0,0,0,1,Orthodox,115,0,2,0,2.99,0.4,1.9,0.82,0.33,2,3,10,0,0,0,0,0,3,0,3,Orthodox,115,29,27,0,-1,-1,-2,-2,-5,0,0,-3,-10.16,-15.24,-2,1.64,-1.8,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,250.0,180.0,400.0,500.0,800.0,700.0,Women's Featherweight ,61.0,61.0,65.0,67.0,0,0,0.5,0.5,0.3923884514435696,0.6076115485564304,6,2,0,0,0,0,0,0,1.1960000000000002,1.7594,0.2706,1.1362,2.317073170731707,0.033444816053511704,-2.2836283546781955,132.0,122.0,Blue,1,0,-0.020000000000000018,0.04999999999999999,0,0,1,0,-240.0,-33.076899999999995
1308,510,989,160.0,-205.0,160.0,48.7805,USA,Blue,False,7,1,3,1,0,0,4.53,0.5,1.1,1.83,0.5,3,2,13,0,1,0,2,0,0,0,3,Orthodox,185,1,0,0,3.41,0.47,0.1,1.79,0.26,2,6,33,0,0,1,2,3,0,0,6,Southpaw,185,35,31,0,0,1,-3,-4,-20,0,-3,0,-7.62,-5.08,-4,1.12,1.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,330.0,110.0,2200.0,900.0,500.0,350.0,Bantamweight,70.0,73.0,73.0,75.0,0,0,0.5,0.6,0.42947103274559195,0.570528967254408,12,5,0,0,0,0,0,0,1.6027,2.265,0.46540000000000004,0.915,0.0558659217877095,0.6010928961748634,0.5452269743871538,148.0,143.0,Blue,1,0,0.030000000000000027,0.24,1,-1,0,0,-365.0,-111.2195
1309,816,43,-200.0,170.0,50.0,170.0,USA,Red,False,7,1,3,2,0,0,0.99,0.3,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,185,1,0,0,2.88,0.53,0.8,1.49,0.4,1,1,5,0,0,0,0,0,1,0,1,Orthodox,185,26,34,1,0,-1,-1,1,-1,0,0,-1,-15.24,-15.24,8,-1.89,-0.8,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,1:04,64.0,380.0,500.0,200.0,1600.0,275.0,350.0,Bantamweight,70.0,74.0,76.0,80.0,0,0,0.5,0.0,0.7441860465116279,0.2558139534883721,2,2,0,0,0,0,0,0,1.5264,0.297,0.596,0.0,0.5369127516778524,,,156.0,144.0,Red,1,0,-0.23000000000000004,-0.4,0,0,0,0,370.0,120.0
1310,659,1434,-600.0,435.0,16.6667,435.0,USA,Red,False,4,1,3,0,3,0,6.55,0.5,0.5,1.35,0.26,3,1,10,0,0,0,3,0,0,0,3,Orthodox,265,0,2,0,2.46,0.64,2.6,6.85,0.59,2,0,3,0,0,0,0,1,1,0,2,Orthodox,205,30,37,0,1,1,1,1,7,0,-1,-1,-7.62,-10.16,7,4.09,-2.1,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:35,275.0,450.0,1100.0,-110.0,2000.0,225.0,900.0,Light Heavyweight,72.0,75.0,75.0,79.0,0,1,1.0,0.75,0.2730299667036626,0.7269700332963374,2,4,1,0,0,1,1,0,1.5744,3.275,4.041499999999999,0.35100000000000003,0.3795620437956204,0.37037037037037035,-0.009191673425250069,154.0,147.0,Red,1,0,-0.14,-0.32999999999999996,0,0,3,0,1035.0,418.3333
1311,1225,1818,-135.0,115.0,74.0741,115.0,USA,Blue,False,6,1,3,1,0,0,5.51,0.6,0.0,0.38,0.5,2,1,3,0,0,0,0,2,0,0,2,Southpaw,170,1,0,0,3.42,0.4,0.0,0.46,1.0,3,2,16,0,0,0,3,1,0,0,4,Orthodox,155,36,29,0,0,-1,-2,-1,-13,0,1,0,5.08,-5.08,-7,2.09,0.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,3:05,485.0,330.0,500.0,550.0,1400.0,215.0,240.0,Lightweight,73.0,71.0,71.0,73.0,1,0,0.6666666666666666,0.6666666666666666,0.3829787234042553,0.6170212765957447,6,3,0,0,0,0,0,0,1.368,3.3059999999999996,0.46,0.19,0.0,0.0,0.0,144.0,144.0,Red,0,0,0.19999999999999996,-0.5,0,0,-3,0,250.0,40.9259
1312,795,1842,-280.0,225.0,35.7143,225.0,USA,Red,False,0,1,3,0,2,0,4.17,0.37,0.0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,Orthodox,135,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,Southpaw,135,28,31,0,0,0,-3,1,-9,0,-1,0,2.54,0.0,3,-0.37,-0.1,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-115.0,330.0,1100.0,550.0,350.0,215.0,Flyweight,69.0,70.0,68.0,70.0,0,0,0.6666666666666666,0.42857142857142855,0.521239954075775,0.478760045924225,9,7,0,0,0,0,0,0,2.2246,1.5429,0.1435,0.035,0.24390243902439027,0.0,-0.24390243902439027,138.0,139.0,Red,1,0,-0.12,-0.09999999999999998,0,0,-2,0,505.0,189.2857
1313,270,605,120.0,-140.0,120.0,71.4286,USA,Red,False,2,1,3,1,0,0,2.17,0.45,0.5,1.88,0.24,1,3,15,0,0,1,1,0,0,0,2,Orthodox,145,1,0,0,5.08,0.52,2.3,1.45,0.24,2,2,13,0,0,0,1,1,1,0,3,Southpaw,155,22,28,0,0,-1,-1,1,2,0,-1,-1,-12.7,-12.7,6,-2.91,-1.8,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,3:00,780.0,350.0,140.0,500.0,500.0,1100.0,450.0,Heavyweight,68.0,69.0,73.0,74.0,0,0,0.6,0.4,0.7006896551724138,0.29931034482758617,5,5,0,0,0,0,0,0,2.6416,0.9765,0.348,0.45119999999999993,1.586206896551724,0.26595744680851063,-1.3202494497432133,147.0,137.0,Blue,0,0,-0.07,0.0,0,1,0,0,-260.0,-48.5714
1314,488,1619,-140.0,120.0,71.4286,120.0,USA,Blue,False,12,0,3,0,1,0,4.33,0.46,0.0,0.85,0.3,1,3,10,0,1,0,0,0,0,0,1,Orthodox,115,0,1,0,2.66,0.49,0.0,0.58,0.6,1,1,4,0,0,1,0,0,0,0,1,Orthodox,115,29,29,0,0,0,0,2,6,0,0,0,5.08,2.54,0,1.67,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3.0,3:52,832.0,110.0,200.0,1200.0,1000.0,600.0,1200.0,Women's Featherweight ,65.0,64.0,63.0,63.0,0,0,0.5,0.25,0.3805436337625179,0.6194563662374821,2,4,0,0,0,0,0,0,1.3034000000000001,1.9918,0.348,0.255,0.0,0.0,0.0,126.0,129.0,Red,0,0,-0.02999999999999997,-0.3,1,-1,0,0,260.0,48.5714
1315,687,40,170.0,-200.0,170.0,50.0,USA,Red,False,5,1,5,0,2,0,4.26,0.5,0.1,0.76,0.25,4,1,17,0,0,0,4,2,0,0,6,Orthodox,205,1,0,0,3.41,0.5,0.3,1.09,0.5,5,6,46,4,0,1,4,4,2,0,11,Orthodox,205,39,30,-1,2,-1,-5,-5,-29,-4,-2,-2,5.08,0.0,-9,0.85,-0.2,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,3.0,1:11,671.0,450.0,200.0,1000.0,1000.0,425.0,180.0,Catch Weight,76.0,78.0,74.0,78.0,1,0,0.6470588235294118,0.8571428571428571,0.4445893089960887,0.5554106910039113,17,7,0,0,0,0,0,0,1.705,2.13,0.545,0.19,0.2752293577981651,0.13157894736842105,-0.14365041042974405,152.0,154.0,Blue,0,0,0.0,-0.25,0,-1,0,0,-370.0,-120.0
1316,1386,732,195.0,-240.0,195.0,41.6667,USA,Red,False,5,1,3,0,1,1,4.44,0.43,0.0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,Southpaw,205,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,Orthodox,205,30,28,-1,1,-3,-1,2,8,0,1,-2,-10.16,-10.16,-2,1.19,-1.5,2.83,,,13.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,1.0,2:22,142.0,600.0,,900.0,,400.0,,Catch Weight,73.0,75.0,77.0,79.0,0,0,0.6666666666666666,0.5,0.4226267880364109,0.5773732119635892,9,10,0,1,0,0,0,0,1.3,1.9092000000000002,0.469,2.3768999999999996,1.1194029850746268,0.0,-1.1194029850746268,156.0,148.0,Blue,0,1,0.02999999999999997,0.21999999999999997,0,-1,1,0,-435.0,-153.3333
1317,407,1128,-290.0,230.0,34.4828,230.0,USA,Red,False,0,1,3,1,0,0,4.67,0.47,1.8,1.69,0.35,4,8,34,0,0,0,2,4,2,0,8,Orthodox,135,2,0,0,4.77,0.42,0.2,1.26,0.41,3,5,23,1,0,1,1,2,0,0,4,Orthodox,135,36,30,-1,0,1,4,3,11,-1,2,2,2.54,-2.54,-6,-0.1,1.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,0:49,649.0,350.0,650.0,700.0,650.0,-110.0,900.0,Flyweight,69.0,68.0,68.0,69.0,1,0,0.4444444444444444,0.5,0.5052966101694915,0.4947033898305085,9,16,0,0,0,0,0,0,2.0033999999999996,2.1948999999999996,0.5166,0.5914999999999999,0.15873015873015872,1.0650887573964498,0.9063585986662911,137.0,137.0,Red,1,0,0.04999999999999999,-0.06,0,-1,1,0,520.0,195.5172
1318,889,89,-180.0,155.0,55.5556,155.0,USA,Red,False,11,0,3,0,1,0,4.63,0.4,0.7,2.07,0.51,4,1,14,0,0,0,3,0,2,0,5,Orthodox,125,0,3,0,4.58,0.34,0.3,0.31,0.15,3,4,40,1,0,1,9,0,0,0,10,Orthodox,125,33,28,0,-2,1,-5,-3,-26,-1,0,2,-15.24,-5.08,-5,0.05,0.4,1.76,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,110.0,240.0,1200.0,800.0,450.0,1200.0,Women's Bantamweight,63.0,66.0,69.0,68.0,0,0,0.7142857142857143,0.8333333333333334,0.49728555917480993,0.5027144408251899,14,6,0,0,0,0,0,0,1.5572000000000001,1.852,0.0465,1.0556999999999999,0.9677419354838709,0.33816425120772947,-0.6295776842761414,137.0,129.0,Red,1,0,0.06,0.36,0,-1,-6,0,335.0,99.4444
1319,537,1182,115.0,-135.0,115.0,74.0741,USA,Blue,False,6,1,3,0,1,0,8.14,0.58,1.6,3.26,0.66,1,0,1,0,0,0,0,1,0,0,1,Switch,155,2,0,0,6.56,0.46,0.0,1.11,0.31,1,5,15,0,0,1,0,1,0,0,2,Orthodox,155,32,27,-2,1,0,-1,-5,-14,0,0,0,0.0,0.0,-5,1.58,1.6,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:27,207.0,380.0,550.0,900.0,400.0,275.0,165.0,Lightweight,70.0,73.0,70.0,73.0,0,0,0.2857142857142857,1.0,0.44625850340136053,0.5537414965986395,7,1,0,0,1,1,0,0,3.0176,4.7212,0.3441,2.1516,0.0,0.49079754601227005,0.49079754601227005,143.0,143.0,Blue,1,0,0.11999999999999994,0.35000000000000003,0,-1,0,0,-250.0,-40.9259
1320,663,80,-210.0,175.0,47.619,175.0,USA,Blue,False,3,1,3,2,0,0,3.21,0.61,0.9,1.55,0.26,0,2,6,0,0,0,0,0,0,0,0,Orthodox,125,0,1,0,3.76,0.44,1.4,0.2,0.06,1,0,2,0,0,0,0,0,1,0,1,Southpaw,125,25,30,2,-1,-1,-1,2,4,0,0,-1,2.54,-2.54,5,-0.55,-0.5,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,110.0,450.0,500.0,400.0,650.0,1100.0,Featherweight,68.0,69.0,67.0,70.0,0,0,1.0,0.0,0.539454806312769,0.460545193687231,1,2,0,0,0,0,0,0,1.6543999999999999,1.9581,0.012,0.403,6.999999999999999,0.5806451612903225,-6.419354838709676,137.0,137.0,Red,0,0,0.16999999999999998,0.2,0,0,0,0,385.0,127.381
1321,1595,104,115.0,-135.0,115.0,74.0741,USA,Red,False,11,0,3,0,2,0,4.71,0.46,0.6,1.7,0.55,3,3,22,0,0,0,3,1,1,0,5,Orthodox,125,1,0,0,4.11,0.47,0.6,1.76,0.4,2,2,18,0,0,0,3,1,0,0,4,Orthodox,125,35,33,-1,2,1,1,1,4,0,0,1,5.08,2.54,-2,0.6,0.0,-0.06,,9.0,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,Blue,U-DEC,,3.0,5:00,900.0,175.0,130.0,1100.0,1200.0,750.0,700.0,Women's Bantamweight,66.0,69.0,64.0,68.0,0,0,0.6666666666666666,0.625,0.46598639455782315,0.5340136054421768,6,8,0,0,0,0,0,0,1.9317,2.1666,0.7040000000000001,0.935,0.3409090909090909,0.3529411764705882,0.012032085561497319,132.0,135.0,Blue,0,0,-0.009999999999999953,0.15000000000000002,0,0,0,0,-250.0,-40.9259
1322,1105,31,-150.0,130.0,66.6667,130.0,USA,Red,False,6,1,3,2,0,0,1.82,0.4,0.3,3.01,0.33,3,3,23,0,0,0,4,1,0,0,5,Southpaw,155,4,0,0,4.27,0.39,0.0,0.62,0.41,4,13,61,1,0,1,6,4,0,0,11,Southpaw,155,35,38,-2,0,-1,-6,-10,-38,-1,-3,0,2.54,2.54,3,-2.45,0.3,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,3:22,502.0,200.0,275.0,1700.0,750.0,225.0,650.0,Lightweight,71.0,74.0,70.0,73.0,0,1,0.4583333333333333,0.625,0.7011494252873562,0.2988505747126437,24,8,0,0,0,0,0,0,1.6652999999999998,0.7280000000000001,0.2542,0.9933,0.0,0.09966777408637874,0.09966777408637874,143.0,145.0,Red,1,0,0.010000000000000009,-0.07999999999999996,0,-1,-2,0,280.0,63.333299999999994
1323,1590,114,-225.0,185.0,44.4444,185.0,USA,Red,False,12,0,3,2,0,0,5.46,0.49,0.1,0.76,0.32,3,11,54,0,0,0,6,2,0,0,8,Orthodox,115,1,0,0,2.12,0.38,1.7,2.29,0.34,2,3,14,0,0,0,0,1,2,0,3,Orthodox,115,33,37,1,0,1,5,8,40,0,1,-2,0.0,0.0,4,3.34,-1.6,-1.53,,13.0,12.0,,,12.0,,,,,,,,,,,,,13.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,140.0,225.0,250.0,3500.0,1000.0,1000.0,Women's Featherweight ,63.0,64.0,63.0,64.0,0,1,0.5,0.42105263157894735,0.2796833773087071,0.7203166226912928,6,19,0,0,0,0,0,0,0.8056000000000001,2.6754,0.7786000000000001,0.2432,0.74235807860262,0.13157894736842105,-0.610779131234199,127.0,127.0,Red,1,0,0.10999999999999999,-0.020000000000000018,0,0,6,0,410.0,140.5556
1324,1497,271,-320.0,250.0,31.25,250.0,USA,Red,False,3,1,3,1,0,0,3.97,0.46,0.3,2.28,0.36,1,1,6,0,0,0,1,0,0,0,1,Southpaw,125,0,0,0,3.56,0.65,2.1,2.35,0.47,0,0,0,0,0,0,0,0,0,0,0,Orthodox,125,22,30,1,0,1,1,1,6,0,0,0,2.54,-5.08,8,0.41,-1.8,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,175.0,400.0,200.0,1600.0,400.0,1000.0,Featherweight,68.0,68.0,67.0,70.0,0,0,,0.5,0.4727755644090305,0.5272244355909694,0,2,0,0,0,0,0,0,2.314,1.8262000000000003,1.1045,0.8207999999999999,0.8936170212765957,0.13157894736842105,-0.7620380739081747,137.0,136.0,Red,1,0,-0.19,-0.10999999999999999,0,0,1,0,570.0,218.75
1325,1195,101,-380.0,290.0,26.3158,290.0,USA,Blue,False,7,1,3,0,2,0,3.0,0.5,2.0,4.07,0.56,2,0,6,0,0,0,0,1,1,0,2,Switch,185,0,3,0,1.93,0.45,0.2,4.16,0.45,3,0,9,0,0,1,2,0,0,0,3,Southpaw,185,24,30,0,-1,-1,-1,0,-3,0,1,1,0.0,-7.62,6,1.07,1.8,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,1.0,1:16,76.0,120.0,500.0,330.0,1200.0,330.0,1400.0,Bantamweight,72.0,73.0,72.0,76.0,0,0,1.0,1.0,0.39148073022312374,0.6085192697768763,3,2,1,1,0,0,0,0,0.8684999999999999,1.5,1.872,2.2792000000000003,0.04807692307692307,0.49140049140049136,0.4433235683235683,148.0,145.0,Red,0,0,0.04999999999999999,0.11000000000000004,0,-1,-2,0,670.0,263.6842
1326,264,998,-130.0,110.0,76.9231,110.0,USA,Red,False,6,1,5,0,1,0,6.78,0.59,0.0,0.11,0.25,4,3,22,2,0,0,1,5,0,0,6,Orthodox,155,0,10,0,3.39,0.53,2.8,2.17,0.4,10,8,56,3,0,0,2,3,15,0,20,Orthodox,155,32,33,0,-9,-6,-14,-5,-34,-1,2,-15,2.54,-10.16,1,3.39,-2.8,-2.06,,1.0,0.0,,,,,,,,,0.0,,,,5.0,,,,,,,,,1.0,,,,,Red,SUB,Rear Naked Choke,1.0,3:22,202.0,550.0,800.0,140.0,2500.0,700.0,165.0,Lightweight,71.0,70.0,70.0,74.0,0,0,0.7142857142857143,0.6666666666666666,0.33333333333333337,0.6666666666666667,28,9,0,0,0,1,0,0,1.7967000000000002,4.0001999999999995,0.868,0.0275,1.2903225806451613,0.0,-1.2903225806451613,144.0,141.0,Red,1,0,0.05999999999999994,-0.15000000000000002,0,0,-1,0,240.0,33.076899999999995
1327,1366,268,-235.0,190.0,42.5532,190.0,USA,Blue,True,12,0,5,0,5,0,2.16,0.4,0.3,3.22,0.35,5,4,37,3,1,2,4,1,1,0,9,Orthodox,115,0,3,0,3.7,0.42,0.4,1.55,0.53,3,3,34,6,0,2,2,2,3,0,9,Orthodox,125,29,34,0,2,2,0,1,3,-3,-1,-2,-10.16,-5.08,5,-1.54,-0.1,1.67,,2.0,0.0,,,0.0,,,,,,,,,,3.0,,,2.0,,,,,,,,,,8.0,Red,S-DEC,,5.0,5:00,1500.0,150.0,260.0,550.0,1200.0,300.0,1200.0,Women's Featherweight ,61.0,63.0,65.0,65.0,0,0,0.75,0.6923076923076923,0.6313993174061433,0.36860068259385664,12,13,0,0,0,0,0,0,1.554,0.8640000000000001,0.8215000000000001,1.127,0.25806451612903225,0.09316770186335403,-0.1648968142656782,130.0,124.0,Red,0,0,-0.019999999999999962,-0.18000000000000005,1,0,2,0,425.0,147.4468
1328,1102,1791,-350.0,270.0,28.5714,270.0,USA,Red,False,6,1,3,3,0,0,4.91,0.45,0.9,0.39,0.35,12,4,46,3,0,1,3,5,6,0,15,Orthodox,170,2,0,0,4.89,0.46,0.9,2.17,0.38,3,2,9,1,0,0,0,2,1,0,3,Orthodox,155,36,38,1,0,9,12,2,37,2,3,5,7.62,12.7,2,0.02,0.0,-1.78,,7.0,5.0,,,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,,Red,KO/TKO,Kick,2.0,0:17,317.0,215.0,550.0,800.0,1300.0,100.0,900.0,Lightweight,71.0,76.0,68.0,71.0,1,1,0.6,0.7894736842105263,0.4989795918367346,0.5010204081632653,5,19,0,0,0,0,0,0,2.2494,2.2095000000000002,0.8246,0.13649999999999998,0.4147465437788019,2.3076923076923075,1.8929457639135057,139.0,147.0,Red,1,0,-0.010000000000000009,-0.030000000000000027,0,1,3,0,620.0,241.4286
1329,1087,1427,210.0,-260.0,210.0,38.4615,USA,Blue,False,5,1,3,2,0,0,3.03,0.47,0.5,1.1,0.36,5,12,71,1,1,0,4,9,5,0,19,Southpaw,205,1,0,1,3.57,0.5,0.7,2.01,0.48,8,12,81,4,0,2,3,21,1,0,27,Orthodox,205,40,39,1,0,-3,-8,0,-10,-3,-12,4,5.08,10.16,-1,-0.54,-0.2,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,475.0,330.0,1600.0,275.0,500.0,200.0,Catch Weight,75.0,80.0,73.0,76.0,1,1,0.6923076923076923,0.6129032258064516,0.5409090909090909,0.4590909090909091,39,31,0,0,0,0,0,0,1.785,1.4241,0.9647999999999999,0.396,0.3482587064676617,0.45454545454545453,0.10628674807779281,149.0,155.0,Blue,1,-1,-0.030000000000000027,-0.12,1,-2,1,0,-470.0,-171.5385
1330,1291,1060,-115.0,-105.0,86.9565,95.2381,USA,Red,False,8,1,3,0,2,0,5.81,0.39,0.0,0.0,0.0,2,1,11,0,0,0,1,3,0,0,4,Orthodox,170,0,2,0,4.38,0.47,0.6,0.72,0.39,2,4,29,0,0,0,3,2,3,0,8,Orthodox,170,31,28,0,0,0,-4,-3,-18,0,1,-3,-7.62,-2.54,-3,1.43,-0.6,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,275.0,350.0,550.0,2000.0,350.0,190.0,Women's Strawweight,72.0,77.0,75.0,78.0,0,0,0.6666666666666666,0.8,0.42983316977428854,0.5701668302257115,12,5,0,0,0,0,0,0,2.0585999999999998,2.2659,0.2808,0.0,0.8333333333333334,,,153.0,149.0,Red,1,0,-0.07999999999999996,-0.39,0,0,-2,0,10.0,8.281599999999997
1331,536,452,110.0,-130.0,110.0,76.9231,USA,Red,False,8,1,3,0,2,0,3.18,0.39,0.2,0.24,0.09,2,4,23,0,0,2,1,3,1,0,7,Southpaw,170,0,1,0,3.13,0.45,0.5,0.98,0.42,7,7,62,0,0,2,8,5,2,0,17,Southpaw,170,43,34,0,1,-5,-10,-3,-39,0,-2,-1,10.16,10.16,-9,0.05,-0.3,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,200.0,225.0,800.0,1400.0,450.0,350.0,Women's Strawweight,73.0,74.0,69.0,70.0,1,0,0.7083333333333334,0.6363636363636364,0.49603803486529313,0.5039619651347068,24,11,0,0,0,0,0,0,1.4085,1.2402000000000002,0.41159999999999997,0.021599999999999998,0.5102040816326531,0.8333333333333334,0.3231292517006803,139.0,147.0,Blue,0,0,-0.06,-0.32999999999999996,0,0,-7,0,-240.0,-33.076899999999995
1332,1001,1410,180.0,-220.0,180.0,45.4545,USA,Red,False,10,0,3,0,3,0,3.11,0.49,0.0,1.91,0.68,3,1,12,0,0,1,2,0,0,0,3,Orthodox,135,1,0,0,3.77,0.46,0.4,2.37,0.38,3,2,16,1,0,0,2,2,1,0,5,Orthodox,135,30,31,-1,3,0,-2,-1,-4,-1,-2,-1,-10.16,-12.7,1,-0.66,-0.4,-0.46,,,,,,,11.0,,,,,,,,,,,,,15.0,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,330.0,110.0,1800.0,500.0,700.0,450.0,Middleweight,67.0,67.0,71.0,72.0,0,0,0.7142857142857143,0.75,0.5479651162790697,0.4520348837209302,7,4,0,0,0,0,0,0,1.7342000000000002,1.5238999999999998,0.9006000000000001,1.2988,0.16877637130801687,0.0,-0.16877637130801687,143.0,134.0,Blue,0,0,0.02999999999999997,0.30000000000000004,0,1,0,0,-400.0,-134.5455
1333,194,1254,-260.0,210.0,38.4615,210.0,USA,Red,False,3,1,3,0,1,0,4.23,0.38,1.0,0.59,0.44,4,3,17,0,0,2,1,0,2,0,5,Orthodox,125,0,1,0,4.33,0.36,1.1,0.47,0.6,2,2,10,1,0,1,0,0,2,0,3,Southpaw,125,29,32,0,0,2,2,1,7,-1,0,0,-2.54,5.08,3,-0.1,-0.1,0.12,,9.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,9.0,,Red,SUB,Guillotine Choke,1.0,2:14,134.0,330.0,400.0,140.0,800.0,350.0,1000.0,Featherweight,68.0,70.0,69.0,68.0,0,0,0.6,0.625,0.5058411214953271,0.49415887850467294,5,8,0,0,0,0,0,0,1.5588,1.6074000000000002,0.282,0.2596,2.340425531914894,1.6949152542372883,-0.6455102776776058,137.0,138.0,Red,1,0,0.020000000000000018,-0.15999999999999998,0,1,1,0,470.0,171.5385
